AREA,SAMTYPE,SEX,S1,S2,S3,S4,S5,S6,Q1,Q2,Q3,Q4,Q5A,Q5B,Q5C,Q5D,Q6,Q7,Q9,Q8,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q10G,Q11A_Africa,Q11B_Europe,Q11C_MiddleEast,Q11D_Mexico,Q11E_CentralSouthAm,Q11F_Cuba,Q11G_Caribbean,Q11H_India,Q11I_China,Q11J_Japan,Q11K_Philippines,Q11L_OtherAsian,Q12,Q12A,Q13,Q13A,Q14A_Africa,Q14B_Europe,Q14C_MiddleEast,Q14D_Mexico,Q14E_CentralSouthAm,Q14F_Cuba,Q14G_Caribbean,Q14H_India,Q14I_China,Q14J_Japan,Q14K_Philippines,Q14L_OtherAsian,Q15a,Q15b,Q15c,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q17,Q19,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q21g,Q21h,Q21i,Q22,Q24,Q25,Q26,Q27a,Q27b,Q27c,Q28,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q31e,Q31f,Q32a,Q32b,Q32c,Q32d,Q32e,Q32f,Q32g,Q32h,D2,D3,D5,D6,D7,D8,D9
305,1,1,2,,,2,,,3,3,1,1,3,2,1,1,1,2,4,3,2,2,2,1,1,1,1,5,1,1,10,1,10,2,1,1,1,97,98,2,,1,2,10,1,5,10,1,10,1,1,1,1,98,98,4,4,4,3,3,3,3,3,3,3,2,1,9,9,9,9,9,9,,9,9,,2,,,,,,1,3,4,1,1,1,1,1,1,1,4,1,4,4,1,1,4,9,1,2,56,2,3,4
305,1,1,2,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,3,20,,3,4
305,1,2,2,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,4,24,,5,4
305,1,2,2,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,3,21,,3,1
305,1,2,2,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,1,98,,4,4
305,3,1,2,,4,3,1,,1,1,1,1,4,3,4,4,3,,7,3,3,3,2,3,1,3,2,7,8,5,7,10,5,8,9,7,7,8,6,2,,1,6,7,9,6,8,10,5,8,5,1,8,7,5,4,4,4,3,1,1,2,3,2,3,2,1,9,9,9,9,9,9,,9,9,,2,,,,,,2,1,3,1,1,1,1,1,1,4,4,2,4,2,4,4,4,1,,3,18,3,4,4
305,1,1,2,,,2,,,1,1,1,1,4,3,3,4,1,1,7,2,2,2,2,2,2,3,2,9,97,97,97,97,4,4,97,97,97,97,97,2,,1,6,97,5,97,97,97,97,97,97,97,97,97,99,2,2,2,1,2,2,3,3,3,1,2,1,1,1,2,1,2,2,,2,2,,2,,,,,,1,4,2,1,1,1,1,1,1,2,2,4,2,2,4,4,4,2,2,4,99,9,5,1
305,1,1,1,,,2,,,2,3,1,2,1,1,1,1,1,1,9,2,1,3,2,3,1,1,1,2,7,1,6,7,7,2,2,7,7,4,2,1,6,1,2,97,98,98,98,98,97,1,98,98,98,98,98,1,4,3,9,9,9,9,9,9,9,2,9,9,9,9,1,2,2,1,9,1,,2,9,,,,,3,,1,9,9,9,9,9,9,4,4,4,1,8,4,3,4,1,1,6,48,7,5,1
307,1,2,2,,,1,,,2,1,1,1,3,4,4,4,1,3,4,3,1,1,3,3,1,3,1,7,7,7,7,7,7,7,7,7,7,97,7,2,,2,,5,5,5,5,5,5,5,5,5,5,5,5,4,4,4,2,1,2,2,2,2,3,2,9,2,1,2,1,1,1,,1,1,,1,,,,,,1,3,4,1,1,1,1,1,1,4,4,4,4,1,4,4,4,1,2,5,47,2,5,1
309,1,1,2,,,2,,,9,1,3,2,2,1,1,4,1,3,11,1,3,8,3,3,1,8,3,9,6,1,7,5,2,9,7,5,7,7,6,8,,1,6,1,5,5,1,3,1,3,5,9,9,1,8,3,2,4,1,9,1,1,1,1,1,1,2,1,2,1,1,1,2,,1,1,,1,,,,,,1,2,2,1,1,1,1,1,1,4,4,3,1,1,4,3,4,3,2,4,21,2,5,2
309,1,1,2,,,2,,,1,3,1,1,3,4,4,4,3,,4,2,3,3,3,3,3,3,3,97,6,5,4,5,97,97,4,97,97,6,5,2,,1,4,5,8,3,3,4,2,5,3,4,6,5,3,4,2,4,1,1,1,2,2,2,2,2,2,1,1,1,2,1,1,,1,1,,1,,,,,,1,1,2,9,9,9,9,9,9,4,4,4,4,2,4,4,4,1,2,6,27,5,5,1
309,1,2,1,,,1,,,2,3,1,1,1,4,4,4,3,,17,9,3,3,3,3,3,3,3,7,5,4,5,3,3,5,5,7,7,7,7,2,,2,,3,9,3,3,3,3,3,5,5,5,4,5,4,2,1,2,1,1,2,2,2,2,2,1,2,2,2,1,2,2,1,2,1,,2,1,18,3,3,1,2,3,1,2,1,1,1,1,1,2,4,2,2,1,3,4,4,1,2,7,42,6,5,1
310,1,1,2,,,2,,,2,1,1,2,2,2,2,4,3,,9,2,2,2,2,3,3,2,3,97,7,1,1,1,97,1,1,97,7,7,1,2,,1,4,4,8,1,1,1,3,1,3,5,8,7,1,3,3,4,3,1,1,2,3,3,1,2,1,2,1,1,1,2,1,,1,1,,1,,,,,,1,4,2,1,1,1,1,1,1,4,4,4,3,1,4,4,4,3,2,5,27,3,5,1
310,1,2,2,,,1,,,9,3,1,1,1,2,5,5,3,,96,,,,,,,,,5,7,5,5,5,5,3,5,5,7,5,5,1,10,1,4,5,8,2,5,5,7,4,6,7,5,97,4,2,2,3,1,1,2,2,3,2,1,2,2,1,1,2,1,2,1,,1,2,,1,,,,,,1,9,4,1,1,1,1,1,1,4,4,2,4,2,4,4,4,2,2,7,28,4,5,1
310,1,2,1,,,1,,,1,2,1,2,2,2,2,4,1,1,9,2,2,2,2,2,3,2,3,3,8,2,2,97,97,97,2,2,6,6,2,2,,1,96,7,8,3,2,3,2,6,4,3,8,4,2,1,1,1,1,1,1,2,2,2,3,1,2,1,1,1,2,1,1,2,1,1,,1,2,,,,,1,3,2,2,2,2,1,1,2,4,2,2,2,1,3,2,4,1,2,7,35,5,4,1
310,1,2,1,,,1,,,2,1,2,3,2,2,2,4,1,1,13,1,2,2,2,2,3,2,3,9,8,7,3,5,4,9,9,5,5,7,3,1,12,1,12,97,7,1,6,5,1,6,3,8,8,7,9,1,1,2,1,1,1,9,1,9,1,2,2,2,1,1,1,1,1,1,1,1,,1,2,,,,,1,2,3,1,1,1,1,1,1,4,4,3,4,1,3,4,4,2,2,5,45,3,5,1
310,1,2,2,,,2,,,2,3,2,1,2,1,1,4,1,1,15,2,2,1,2,3,3,3,1,8,10,4,2,5,1,8,2,4,8,9,5,1,11,1,4,3,8,5,2,5,2,2,5,8,9,9,5,2,2,3,1,1,1,2,2,1,1,2,2,2,1,1,1,1,2,,1,1,,1,,,,,,1,1,2,1,1,1,1,1,1,4,4,4,4,1,4,4,4,3,2,3,44,6,5,2
310,1,2,2,,,2,,,9,3,1,9,2,2,2,4,1,1,4,2,2,2,2,2,2,2,2,4,3,1,2,4,1,2,3,2,3,7,5,1,11,1,4,97,97,97,97,97,97,97,97,97,97,97,97,1,1,1,1,1,1,1,1,1,1,2,2,1,2,1,1,1,1,,1,1,,2,,,,,,4,,2,2,2,2,1,1,2,1,3,4,1,1,4,4,4,1,2,5,81,2,5,1
310,1,1,2,,,2,,,1,3,1,1,4,4,4,4,1,2,4,2,3,8,3,3,1,3,3,97,8,97,7,10,97,97,97,8,8,97,9,2,,2,,97,9,5,3,97,4,4,97,5,5,97,97,4,4,4,1,1,1,3,1,2,2,2,1,1,1,2,1,2,2,,1,2,,1,,,,,,1,1,2,1,1,1,1,1,1,4,3,2,2,3,4,4,4,3,2,6,39,7,5,1
310,1,2,2,,,3,1,,2,1,3,1,2,2,3,1,3,,4,3,3,3,2,3,1,2,2,98,98,4,5,98,98,5,98,5,7,5,4,1,10,1,4,5,9,5,5,5,3,98,98,98,98,98,98,2,3,2,1,1,1,1,3,1,1,1,9,1,1,1,1,1,1,,2,1,,1,,,,,,1,1,3,1,1,1,1,1,1,4,4,3,1,1,2,4,4,3,,3,33,3,4,4
310,1,2,2,,,1,,,9,3,1,1,4,4,4,4,3,,3,1,3,3,3,3,1,1,3,10,10,10,10,10,10,10,10,10,10,10,10,2,,2,,97,10,97,5,5,3,97,97,5,8,97,97,4,4,4,2,2,2,3,2,2,2,1,1,2,1,1,1,1,2,,1,1,,1,,,,,,6,,2,1,1,1,1,1,1,4,4,4,4,3,4,4,4,3,2,6,25,2,5,1
310,1,2,2,,,2,,,9,1,1,2,2,2,2,3,1,1,4,2,2,2,2,1,1,2,2,97,7,5,3,5,97,97,97,4,7,7,6,2,,1,4,1,9,1,1,2,3,3,3,3,2,97,7,4,3,3,1,1,2,2,2,1,1,2,9,2,2,1,1,1,1,,1,1,,1,,,,,,4,,2,1,1,1,1,1,1,4,4,4,3,2,4,4,4,2,2,6,65,2,5,1
310,1,1,1,,,3,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,7,60,,5,9
310,1,2,2,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,3,19,,1,1
310,2,1,2,2,,2,,,2,1,1,2,4,4,4,4,3,,4,3,3,3,3,3,3,3,3,5,7,5,5,5,2,5,3,2,2,6,2,2,,1,4,10,1,1,10,10,1,1,1,10,10,1,1,1,1,2,1,1,2,1,2,2,2,2,1,1,1,1,1,1,1,,1,1,,1,,,,,,1,1,2,9,9,9,9,9,9,4,4,4,2,4,4,4,4,2,2,6,42,3,5,2
310,1,1,2,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,6,31,,5,1
310,1,2,2,,,1,,,9,3,1,1,4,4,2,2,1,1,9,2,3,2,3,2,3,2,2,10,1,7,1,6,5,8,6,1,1,5,3,2,,1,4,2,9,4,1,7,2,3,3,7,7,5,5,1,1,3,2,3,1,1,2,1,1,2,1,2,1,1,1,2,2,,2,1,,1,,,,,,2,1,3,2,2,2,2,2,2,4,4,4,1,1,4,4,4,2,2,6,22,2,5,2
310,1,2,1,,,2,,,2,1,2,2,2,2,2,2,1,1,12,1,2,2,2,2,2,3,2,10,8,2,7,4,8,5,5,3,10,7,2,1,10,1,9,3,9,3,8,5,5,6,3,7,8,5,3,1,1,4,1,1,3,1,3,1,1,2,1,1,2,1,1,1,1,1,1,1,,1,1,9,2,2,2,1,4,3,2,2,2,2,2,2,4,4,4,1,1,4,4,4,1,2,3,48,9,5,1
310,1,1,2,,,2,,,2,3,1,1,9,4,4,4,1,9,4,9,8,3,2,8,1,8,8,97,9,8,5,98,97,97,9,8,9,8,6,2,,1,4,98,98,98,98,98,98,98,98,98,98,98,98,1,1,4,9,9,9,3,9,9,9,2,9,2,9,1,1,1,2,,1,1,,1,,,,,,3,,2,9,9,9,9,9,9,4,4,3,4,3,4,4,4,1,2,6,59,6,5,1
310,1,1,2,,,1,,,2,3,1,1,4,1,1,4,9,,9,3,3,8,2,3,1,3,8,5,7,7,6,6,98,4,98,7,7,5,6,2,,2,,98,5,6,98,98,98,5,98,98,98,98,98,4,4,4,3,3,3,3,3,3,3,2,1,2,2,1,1,9,2,,1,1,,1,,,,,,3,,3,1,1,1,1,1,1,4,4,4,4,1,4,4,4,3,1,4,66,4,5,1
310,1,1,1,,,2,,,1,3,1,1,4,4,4,4,3,,4,2,3,3,3,3,1,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,,5,5,1,3,3,2,5,5,5,6,5,3,4,4,4,1,1,1,2,1,1,3,1,1,2,2,1,1,1,1,1,1,1,,1,1,12,1,3,1,1,4,1,1,1,1,1,1,1,4,4,4,4,2,4,4,4,1,2,7,37,7,5,1
310,1,2,2,,,8,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,4,23,,3,4
310,1,2,1,,,3,3,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,40,,5,1
310,1,2,2,,,1,,,2,1,2,2,2,2,2,2,1,1,9,1,3,8,2,2,8,1,2,8,97,97,1,97,1,97,97,8,8,97,97,1,4,1,11,97,8,97,97,97,97,8,7,4,97,97,97,1,1,3,2,1,1,1,3,3,1,2,1,2,2,1,1,1,1,,1,1,,1,,,,,,3,,3,9,9,9,9,9,9,4,4,4,4,4,4,1,4,2,2,2,62,9,5,2
310,2,1,1,2,,1,,,2,2,1,1,1,4,4,4,1,3,9,2,3,2,3,3,3,1,3,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,1,1,3,1,3,3,1,1,2,1,2,1,1,1,2,2,1,2,,1,1,10,3,3,3,1,3,4,1,1,1,1,1,1,4,4,4,4,1,4,4,4,1,2,6,36,9,5,2
310,1,1,2,,,2,,,2,9,2,2,2,2,2,2,9,,4,1,8,8,2,3,3,3,3,8,8,97,3,8,8,8,8,8,8,97,97,2,,1,4,8,8,8,97,8,8,97,8,8,8,8,97,4,1,4,1,1,1,2,1,9,1,2,1,9,2,9,2,2,1,,1,1,,2,,,,,,3,,3,1,1,1,1,1,2,2,3,4,1,3,4,4,4,1,1,3,75,1,5,9
310,1,2,1,,,1,,,3,3,1,2,4,3,3,4,1,2,9,1,3,2,3,3,3,3,3,4,2,3,4,10,5,10,5,7,3,3,5,2,,2,,3,10,10,10,5,4,4,10,4,4,6,10,4,4,4,1,2,1,1,3,2,3,2,2,1,1,1,1,2,1,1,1,1,,1,1,4,3,2,3,1,1,2,1,1,1,1,1,1,3,8,4,4,3,4,4,3,2,2,5,36,9,5,1
310,3,1,2,,4,1,,,2,3,1,1,2,2,1,1,1,1,4,2,1,8,3,3,1,1,1,6,6,8,7,6,6,6,7,6,8,7,8,8,,1,96,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,3,3,3,3,3,3,3,1,1,1,1,1,1,1,1,,1,1,,2,,,,,,3,,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,1,6,81,5,4,9
310,1,2,2,,,1,,,2,3,1,3,2,4,4,4,1,2,8,2,3,3,2,3,1,3,3,4,8,5,6,6,5,5,5,3,7,7,3,1,10,1,12,4,8,6,4,4,98,4,5,4,7,98,3,1,1,1,1,1,3,1,3,2,1,2,2,1,2,1,1,2,1,,2,1,,1,,,,,,2,3,2,2,2,2,9,1,9,4,4,3,2,2,4,4,2,1,1,6,33,6,5,1
310,1,2,1,,,1,,,2,1,2,2,2,4,4,4,1,1,9,2,3,2,3,1,1,3,8,8,1,1,6,1,1,8,1,1,1,1,1,1,10,8,,8,1,1,6,1,1,8,1,1,1,1,1,1,4,2,1,1,1,3,1,1,1,2,1,1,1,1,1,1,1,1,1,1,,2,2,,,,,4,,4,1,2,1,1,1,2,2,2,2,2,3,3,3,2,2,2,3,43,1,1,4
310,1,1,2,,,2,,,2,2,1,2,2,2,3,4,1,2,15,1,3,3,2,3,3,3,3,2,4,3,3,2,3,3,3,3,3,2,2,8,,1,96,4,3,3,4,3,3,4,3,4,4,3,4,2,2,1,1,1,1,2,2,1,2,1,2,2,2,2,1,2,2,,1,1,,1,,,,,,3,,4,2,2,2,1,1,1,3,2,3,1,1,3,1,3,2,2,3,66,2,5,1
310,1,1,2,,,3,1,,9,3,1,1,2,2,2,1,1,9,11,1,1,2,2,2,1,2,3,10,9,97,6,4,97,97,7,7,7,8,6,8,,2,,7,9,5,3,2,2,3,97,7,7,8,4,4,4,4,2,1,1,2,1,2,1,1,1,1,1,1,1,1,2,,1,1,,1,,,,,,6,,3,1,1,1,1,1,1,4,4,4,4,2,4,4,4,9,,5,22,3,5,3
310,1,2,2,,,2,,,2,1,1,2,2,2,2,2,1,1,4,2,2,2,2,2,2,2,8,1,3,1,1,1,1,10,1,1,1,1,1,2,,2,,97,97,97,97,97,97,97,97,97,97,97,97,1,1,1,1,1,1,1,3,1,1,2,1,1,2,1,1,1,1,,1,1,,1,,,,,,3,,3,2,2,2,2,2,2,3,3,3,1,1,4,4,4,9,2,6,65,9,5,1
310,1,2,1,,,1,,,2,3,1,1,3,2,2,3,1,1,9,2,3,2,2,3,1,8,8,97,97,5,3,3,7,98,7,7,8,97,7,1,12,1,4,6,8,1,5,5,7,4,5,7,8,6,6,4,4,4,1,1,2,2,3,1,1,2,9,2,2,2,1,1,2,2,1,1,,1,2,,,,,4,,1,1,1,1,1,1,1,2,4,2,1,1,4,4,4,1,2,6,42,5,5,1
310,1,2,2,,,1,,,3,3,2,2,2,2,4,4,1,1,9,2,2,3,2,2,3,2,3,7,6,7,6,5,7,7,7,6,6,7,6,1,11,1,4,97,97,97,3,5,4,5,97,8,8,8,6,3,3,4,1,2,1,1,3,2,3,2,2,2,2,1,1,2,1,,1,2,,2,,,,,,6,,3,2,2,2,2,2,2,4,4,4,3,1,4,4,4,3,2,3,18,9,5,2
310,1,2,2,,,2,,,1,1,1,1,4,2,4,4,1,3,9,3,3,1,3,3,1,3,3,97,9,98,6,7,5,98,8,6,8,8,8,2,,1,4,5,97,3,3,97,3,4,97,8,8,6,7,4,2,4,1,3,1,3,2,2,2,1,2,1,1,1,1,2,2,,1,1,,2,,,,,,1,3,3,1,1,2,1,1,1,4,4,4,4,3,4,4,4,2,2,7,50,4,5,1
312,3,1,2,,1,3,3,1,3,3,9,9,4,4,1,1,3,,9,3,3,1,8,3,1,1,1,2,3,3,2,3,1,98,3,3,3,3,3,1,96,8,,7,4,4,7,4,4,4,4,4,4,4,4,4,4,4,1,1,2,3,2,2,2,1,9,9,9,9,9,9,9,,9,9,,2,,,,,,2,4,1,1,1,1,1,1,1,4,3,3,4,3,3,4,4,1,,3,19,3,1,4
313,1,2,2,,,2,,,1,3,1,1,4,1,1,1,1,3,8,2,1,1,1,3,1,1,3,10,10,7,10,10,97,97,97,97,97,97,97,1,3,2,,97,10,97,10,97,97,97,97,4,97,97,97,4,4,4,1,3,3,3,1,3,1,2,2,2,1,1,1,1,2,,1,1,,1,,,,,,2,4,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,6,52,3,4,2
313,2,2,1,2,,1,,,3,1,2,2,2,2,2,2,1,1,3,1,8,2,8,2,3,2,3,10,7,7,7,8,97,98,10,98,98,98,8,2,,8,,10,10,10,10,10,10,10,7,6,98,98,98,4,1,4,1,1,1,3,3,3,1,1,2,9,9,9,9,9,9,9,9,9,,2,1,2,3,3,3,5,,4,2,2,2,2,2,2,4,4,4,4,4,4,4,4,3,2,3,26,1,5,2
313,1,1,2,,,1,,,1,1,1,1,3,4,3,3,9,,4,3,8,2,8,8,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,98,2,,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,1,1,1,1,1,1,1,1,2,2,2,2,2,2,2,,2,2,,2,,,,,,1,1,2,1,1,1,1,1,1,2,2,2,2,1,2,2,2,2,2,3,67,9,5,2
313,1,2,2,,,1,,,2,3,3,3,4,4,4,4,3,,3,9,3,3,3,3,3,3,3,6,97,5,9,6,8,97,6,8,8,8,2,2,,2,,1,97,5,1,97,97,1,6,6,6,6,4,4,4,4,2,1,1,1,3,1,2,1,2,9,1,2,1,9,2,,1,1,,1,,,,,,2,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,2,26,4,1,4
313,1,1,2,,,1,,,2,2,1,1,2,5,5,5,3,,3,1,3,3,3,3,3,3,3,98,97,1,2,2,2,5,2,5,5,5,5,2,,1,6,4,4,1,2,3,1,3,1,2,5,6,4,3,3,3,1,1,2,3,3,2,1,2,2,2,2,1,2,2,2,,2,9,,2,,,,,,3,,3,2,2,2,2,2,2,4,4,4,3,1,2,3,4,1,2,3,60,3,5,1
313,1,2,2,,,1,,,1,1,1,1,4,1,4,4,9,,3,1,3,1,3,1,1,1,3,7,8,7,7,6,4,6,5,4,10,5,8,1,10,1,6,8,4,3,1,3,3,97,97,4,8,97,5,3,3,3,2,1,1,1,1,2,1,2,1,1,9,1,1,1,2,,1,1,,2,,,,,,4,,2,1,1,1,1,1,1,4,4,2,3,1,3,4,4,3,1,7,39,2,5,1
313,1,2,2,,,2,,,2,3,9,2,2,4,4,4,3,,17,2,3,2,3,3,3,3,3,6,5,6,97,6,97,7,7,7,7,6,5,2,,1,4,97,3,3,4,97,97,6,3,5,3,97,3,4,4,4,1,1,1,1,1,3,3,2,2,2,1,2,2,1,2,,2,1,,1,,,,,,2,1,3,1,1,1,1,1,1,4,4,4,4,1,4,4,4,4,2,7,44,6,5,1
313,1,2,2,,,1,,,9,3,1,9,4,2,5,5,9,,96,,,,,,,,,98,98,98,98,98,98,98,98,98,98,98,98,2,,8,,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,1,2,2,2,2,3,2,2,2,2,2,2,2,2,2,,1,1,,2,,,,,,1,2,3,1,1,1,1,1,1,1,1,1,3,3,3,2,1,4,2,7,33,9,5,1
313,1,1,1,,,2,,,1,3,1,1,1,1,1,1,1,2,2,2,3,8,3,3,3,1,3,97,97,97,97,97,97,97,97,97,97,97,97,2,,2,,4,5,3,3,97,5,97,5,6,6,97,6,4,4,4,1,2,1,2,2,3,2,2,1,1,1,1,1,1,2,9,1,1,,2,2,,,,,1,3,2,9,9,9,9,9,9,4,4,4,4,4,4,4,4,3,2,7,37,9,5,1
313,1,1,2,,,2,,,1,1,1,1,4,4,4,1,3,,97,,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,6,2,,3,8,3,3,5,5,3,5,5,5,5,5,4,4,4,3,3,3,3,3,3,1,2,2,2,2,2,2,2,2,,1,2,,2,,,,,,1,1,2,1,1,1,1,1,1,4,4,4,4,3,4,4,4,3,2,5,56,5,5,1
313,2,1,2,2,,1,,,3,3,2,2,4,4,4,4,3,,3,2,2,3,2,3,3,3,3,10,5,5,5,5,6,7,5,3,3,5,3,1,3,2,,1,8,4,6,6,3,3,3,7,7,5,6,4,4,2,1,1,3,3,3,3,1,2,1,1,2,1,1,1,1,,1,1,,1,,,,,,2,1,4,1,1,1,1,1,1,2,2,4,2,1,2,4,4,3,2,2,18,4,5,2
313,2,2,2,2,,2,,,2,3,1,2,4,4,4,4,3,,97,,3,3,2,1,3,3,2,7,97,5,5,5,97,4,97,5,5,2,2,2,,2,,6,4,4,7,1,2,4,4,5,5,2,2,4,4,4,1,2,1,1,2,1,1,2,2,2,2,1,1,1,2,,1,1,,2,,,,,,6,,2,1,1,1,1,1,1,4,4,1,4,1,4,4,4,3,2,3,18,1,5,2
313,1,2,1,,,1,,,2,2,2,1,4,4,4,4,1,1,3,1,3,3,3,2,3,3,3,9,97,97,4,97,97,97,97,5,5,97,5,2,,2,,1,5,3,4,5,3,5,4,4,5,97,1,3,2,1,1,1,1,2,2,2,2,1,2,2,1,1,1,1,2,9,1,1,,2,2,,,,,2,3,3,2,1,2,1,2,2,4,2,2,1,2,1,4,4,3,2,3,35,8,5,1
313,1,2,2,,,2,,,1,3,1,1,1,1,1,1,1,2,3,3,1,3,3,3,1,1,3,7,7,8,9,8,7,8,8,9,9,8,7,8,,1,6,4,7,3,2,4,2,4,5,5,5,4,3,4,4,4,1,2,1,2,1,1,1,1,1,1,1,2,1,1,2,,1,1,,1,,,,,,1,4,2,1,1,1,1,1,1,4,3,4,2,2,4,3,4,2,2,7,49,4,5,2
314,1,2,2,,,1,,,1,3,1,1,3,4,4,4,9,,4,2,3,3,3,3,3,3,3,8,10,10,5,4,5,7,7,9,9,10,9,1,10,1,4,7,9,97,3,4,97,6,97,8,8,97,97,4,4,2,2,2,3,2,3,2,2,1,2,2,2,2,9,9,9,,2,1,,2,,,,,,4,,4,1,1,1,1,1,1,4,4,4,3,2,4,2,4,3,2,6,24,1,5,1
314,1,2,2,,,2,,,2,2,3,2,2,4,4,4,3,,97,,3,8,2,2,3,2,3,5,6,5,5,5,5,5,5,5,6,5,5,2,,2,,6,97,97,5,97,5,97,97,6,6,97,97,3,2,3,1,1,1,2,3,1,2,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,1,4,3,1,1,1,1,1,1,4,4,4,2,4,4,4,4,3,2,3,54,3,5,1
314,1,2,1,,,2,,,2,3,2,9,3,4,4,4,3,,7,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,,4,4,4,4,4,4,4,4,4,4,4,4,3,3,3,2,2,1,1,2,2,3,2,2,2,2,2,1,1,2,2,1,9,,2,2,,,,,1,4,3,9,9,9,1,1,1,3,3,3,4,3,4,4,4,2,2,3,32,5,5,1
314,1,2,2,,,1,,,1,3,1,3,4,4,4,4,3,,9,3,3,3,3,3,3,3,3,97,97,97,8,7,6,97,5,6,97,97,97,8,,1,3,6,7,4,3,5,5,6,5,5,5,6,4,3,4,4,3,1,2,1,2,2,2,1,2,2,2,2,1,1,2,,9,1,,1,,,,,,4,,3,1,1,1,1,1,1,4,4,4,3,3,2,3,4,3,2,3,22,3,5,1
314,1,1,1,,,2,,,1,3,1,1,4,4,4,4,1,3,9,2,1,3,3,3,1,3,3,99,99,99,99,99,99,99,99,99,99,99,99,2,,2,,8,97,2,5,97,3,7,7,5,8,97,7,4,4,4,3,1,1,2,1,1,3,2,2,2,2,9,9,9,2,2,9,9,2,1,2,,,,,1,1,2,2,2,2,2,2,2,4,4,4,4,3,4,4,4,1,2,5,36,7,5,1
314,1,1,1,,,2,,,3,3,1,1,9,9,9,9,3,,97,,3,3,3,3,3,3,3,6,5,4,6,6,5,5,6,6,7,6,5,1,8,1,4,6,5,4,5,5,4,5,8,5,7,5,5,4,4,4,3,1,1,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,1,4,4,1,1,1,1,1,1,4,3,3,4,1,3,3,4,2,2,7,46,4,5,2
314,1,2,1,,,2,,,1,1,1,1,4,1,1,5,3,,13,3,1,3,2,3,1,3,3,7,6,7,4,6,97,97,6,6,7,97,7,8,,2,,6,6,3,6,6,97,97,4,5,5,5,5,4,4,3,1,1,1,2,2,1,2,2,2,2,1,1,2,1,2,2,1,1,,2,2,,,,,1,4,3,1,1,1,1,1,1,4,3,4,4,3,2,4,4,2,2,6,35,4,5,1
