AREA,SAMTYPE,SEX,S1,S2,S3,S4,S5,S6,Q1,Q2,Q3,Q4,Q5A,Q5B,Q5C,Q5D,Q6,Q7,Q9,Q8,Q10A,Q10B,Q10C,Q10D,Q10E,Q10F,Q10G,Q11A_Africa,Q11B_Europe,Q11C_MiddleEast,Q11D_Mexico,Q11E_CentralSouthAm,Q11F_Cuba,Q11G_Caribbean,Q11H_India,Q11I_China,Q11J_Japan,Q11K_Philippines,Q11L_OtherAsian,Q12,Q12A,Q13,Q13A,Q14A_Africa,Q14B_Europe,Q14C_MiddleEast,Q14D_Mexico,Q14E_CentralSouthAm,Q14F_Cuba,Q14G_Caribbean,Q14H_India,Q14I_China,Q14J_Japan,Q14K_Philippines,Q14L_OtherAsian,Q15a,Q15b,Q15c,Q16a,Q16b,Q16c,Q16d,Q16e,Q16f,Q16g,Q17,Q19,Q21a,Q21b,Q21c,Q21d,Q21e,Q21f,Q21g,Q21h,Q21i,Q22,Q24,Q25,Q26,Q27a,Q27b,Q27c,Q28,Q29,Q30,Q31a,Q31b,Q31c,Q31d,Q31e,Q31f,Q32a,Q32b,Q32c,Q32d,Q32e,Q32f,Q32g,Q32h,D2,D3,D5,D6,D7,D8,D9
516,2,1,2,2,,1,,,3,3,1,1,4,4,1,4,2,,9,2,3,3,3,3,1,3,1,8,5,9,7,6,8,9,5,7,8,4,7,2,,2,,5,8,3,4,4,4,5,3,2,2,2,2,4,4,4,3,2,3,3,3,2,3,2,9,2,2,1,2,2,2,,1,1,,2,,,,,,2,4,3,1,1,1,1,1,1,2,4,4,3,4,4,4,4,3,1,5,21,3,5,2
516,2,2,2,2,,3,1,,2,3,1,1,3,1,1,1,1,1,9,2,2,2,2,3,1,2,3,4,8,4,8,5,2,7,10,10,10,10,6,1,12,1,96,3,7,4,1,5,2,4,1,9,9,1,4,4,1,3,1,1,1,1,3,2,1,2,2,1,1,1,1,1,1,,2,2,,1,,,,,,3,,3,2,2,1,1,1,1,3,4,4,3,1,4,4,4,2,,4,70,8,5,2
516,1,2,2,,,1,,,9,9,2,2,4,4,4,4,3,,6,2,2,2,2,2,8,2,8,1,1,1,5,1,1,1,1,1,1,1,1,2,,1,1,98,98,98,98,10,98,98,98,98,98,98,98,3,1,1,1,1,1,9,1,1,1,2,2,2,9,2,2,2,2,,2,1,,2,,,,,,4,,2,9,9,9,9,9,9,3,3,3,3,3,3,3,3,2,1,2,67,8,5,1
516,1,2,2,,,2,,,1,1,1,1,1,4,4,4,1,1,10,2,3,3,2,2,1,1,3,6,8,6,6,7,6,6,7,4,9,7,4,1,10,1,7,7,7,4,3,3,4,4,5,5,7,5,5,4,4,4,2,1,1,2,1,1,2,1,1,1,2,1,1,1,1,,1,2,,1,,,,,,1,3,2,1,1,1,1,2,1,4,4,4,4,2,4,4,4,2,2,7,24,5,2,4
516,1,1,2,,,1,,,1,1,2,2,3,3,4,4,3,,98,1,2,2,3,3,2,2,2,7,7,4,3,98,1,5,5,5,97,5,5,2,,8,,5,5,5,5,8,5,5,7,7,97,97,5,4,4,4,1,1,1,3,3,1,1,2,2,1,2,1,1,1,9,,1,2,,2,,,,,,4,,3,1,1,1,2,2,2,3,4,4,4,1,4,4,4,2,1,3,70,2,5,1
516,1,2,1,,,2,,,2,1,3,2,2,2,2,2,1,1,8,3,2,3,2,3,1,2,2,97,97,2,97,10,7,8,1,97,97,97,97,2,,1,7,2,6,97,2,97,2,4,97,2,2,97,97,4,2,4,1,1,1,1,1,2,2,2,1,9,9,9,9,9,9,9,9,9,,1,1,5,2,3,3,1,4,3,1,1,1,1,1,1,4,4,4,1,1,4,4,4,1,2,5,25,4,1,4
516,1,1,1,,,1,,,2,1,1,1,1,1,1,1,1,2,17,3,3,1,3,3,1,3,3,8,8,7,8,5,7,7,8,8,8,7,7,2,,2,,6,7,7,5,6,5,5,7,7,7,6,5,3,3,3,2,3,1,2,2,1,1,2,1,1,1,1,1,2,2,1,1,1,,1,1,16,1,3,1,1,3,2,1,2,1,1,1,1,3,4,3,3,3,4,4,4,1,2,5,59,5,5,1
516,1,1,2,,,1,,,2,2,2,2,2,2,2,2,3,,9,2,2,2,2,3,2,2,3,4,9,3,1,1,1,2,3,9,9,97,7,1,10,1,4,1,10,8,1,1,7,3,5,5,10,97,7,2,1,1,1,1,1,1,1,1,3,1,1,2,1,1,1,1,2,,1,1,,2,,,,,,2,1,2,2,2,1,2,2,2,4,1,1,1,1,4,1,4,2,2,3,18,8,5,1
516,1,1,2,,,1,,,2,2,2,3,1,1,1,1,3,,5,2,3,3,3,3,3,3,3,8,5,5,5,5,5,5,5,8,8,8,8,2,,2,,5,5,5,5,5,5,5,5,5,5,5,5,3,3,3,2,2,2,3,2,2,2,2,2,2,1,1,1,2,1,,2,1,,2,,,,,,1,4,2,1,1,1,1,1,1,3,3,4,4,3,3,4,4,3,2,3,35,4,5,1
516,1,1,2,,,2,,,1,3,1,9,9,4,5,5,3,,96,,,,,,,,,97,7,98,5,6,97,5,7,6,97,6,6,1,9,8,,97,97,97,97,97,97,97,97,97,97,97,97,4,4,3,3,2,3,3,1,9,3,2,9,2,1,1,1,1,1,,1,9,,9,,,,,,1,4,2,1,1,1,1,1,1,4,4,4,4,8,4,4,4,3,1,7,70,6,5,1
516,1,2,1,,,1,,,2,3,2,9,2,2,2,4,1,9,97,,2,3,3,2,3,2,3,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,,1,8,2,1,7,1,4,8,5,5,5,8,4,4,4,3,1,1,3,3,3,1,2,2,1,2,2,1,1,2,1,2,1,,2,9,,,,,4,,2,1,1,1,1,1,1,4,4,4,4,4,4,4,4,9,2,3,35,8,5,1
517,1,1,2,,,2,,,3,2,1,1,4,4,4,4,1,3,9,2,3,2,3,2,1,3,3,8,9,7,7,7,6,7,7,8,9,9,8,2,,1,5,7,8,6,5,6,6,6,7,8,9,9,7,4,4,4,1,1,1,2,2,1,2,2,2,2,2,2,2,2,2,,2,1,,1,,,,,,1,1,3,1,1,1,1,1,1,2,2,1,2,2,2,2,2,1,2,5,19,3,5,1
517,1,1,2,,,1,,,2,2,1,2,2,3,4,4,3,,9,2,3,2,3,3,2,3,2,8,8,8,8,8,8,8,8,8,8,8,8,2,,2,,8,8,8,8,8,8,8,8,8,8,8,8,4,4,4,1,1,1,2,1,1,1,2,1,2,1,1,1,2,2,,2,1,,2,,,,,,1,1,2,1,1,1,1,1,1,4,4,3,4,1,3,3,4,1,2,5,28,4,5,1
517,1,1,2,,,1,,,3,2,1,1,1,4,4,4,2,,4,2,3,9,2,3,3,1,3,8,8,8,4,10,4,4,8,8,9,98,8,1,10,1,4,8,8,8,8,8,8,8,8,8,8,8,8,2,2,1,1,3,3,3,3,3,1,2,2,2,2,2,2,2,2,,2,2,2,2,,,,,,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,6,31,9,5,1
517,1,2,1,,,1,,,2,3,1,1,9,1,4,4,1,3,2,3,3,3,3,3,1,3,8,97,10,97,97,97,97,97,97,97,97,97,97,2,,8,,1,5,1,1,1,1,1,1,1,1,1,1,4,4,4,1,9,1,3,3,3,1,1,1,2,2,1,1,1,2,2,2,2,,1,2,,,,,2,4,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,1,5,31,3,5,1
517,1,1,2,,,2,,,2,1,2,2,3,3,3,3,9,,4,2,3,2,2,2,3,2,2,1,10,5,6,5,4,5,5,5,8,8,6,1,10,2,,1,8,1,5,5,1,5,5,97,1,5,1,2,2,2,1,1,1,2,1,1,1,2,2,2,2,2,1,1,2,,2,1,,1,,,,,,3,,3,2,2,2,2,2,2,2,4,4,3,1,4,3,4,2,2,1,63,4,5,1
517,1,2,2,,,2,,,2,1,2,2,2,2,3,3,1,9,7,1,3,8,3,2,3,3,3,10,5,1,8,5,1,97,97,5,5,5,5,2,,2,,97,97,97,2,97,97,2,97,97,97,97,97,1,1,1,1,1,1,2,3,1,1,2,2,2,1,1,1,1,2,,1,1,,2,,,,,,1,3,2,1,9,2,1,1,1,4,4,4,1,1,1,1,4,2,2,6,45,9,5,1
518,1,1,2,,,1,,,1,2,1,1,4,5,5,5,3,,97,,3,3,8,3,3,8,1,97,97,97,97,97,97,97,97,97,97,97,97,1,1,2,,8,9,2,2,2,6,5,6,7,6,97,4,4,4,4,1,1,1,3,2,1,1,1,2,1,2,1,1,1,2,,1,1,,1,,,,,,1,4,3,1,1,1,1,1,1,4,4,4,4,2,4,4,4,3,1,6,29,3,5,1
518,1,2,2,,,1,,,2,3,1,2,4,4,5,5,2,,96,,,,,,,,,5,7,97,4,5,4,7,5,8,8,7,6,1,9,9,,5,5,5,5,5,5,5,5,5,5,5,5,4,2,2,3,3,2,1,3,3,3,2,2,2,1,1,1,1,2,,1,1,,2,,,,,,1,4,2,9,9,9,9,9,9,4,4,4,4,1,4,4,4,1,2,7,39,9,5,1
518,1,1,1,,,1,,,2,3,1,1,4,4,5,5,3,,96,,,,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,1,1,2,,1,1,1,1,1,1,1,1,1,1,1,1,4,4,4,3,1,2,3,1,2,2,2,9,1,1,1,2,1,2,1,1,1,,1,1,4,3,9,1,1,3,2,1,1,1,1,1,1,3,3,4,2,2,4,3,4,1,2,5,33,3,5,1
518,1,2,1,,,2,,,1,2,1,2,9,4,4,4,3,,97,,3,3,3,3,3,3,3,98,98,98,98,98,98,98,98,98,98,98,98,2,,2,,97,9,7,3,97,4,97,5,7,7,4,4,2,3,4,3,1,1,2,9,1,1,2,9,1,2,2,1,1,2,9,2,1,,2,9,,,,,2,4,3,1,1,1,1,1,1,4,4,4,4,2,4,4,4,1,2,5,40,5,5,1
518,1,2,1,,,2,,,2,3,3,1,3,4,1,1,3,,9,2,2,8,3,2,1,2,8,10,10,7,10,8,10,98,10,10,10,98,8,8,,1,7,10,8,5,5,5,10,5,5,10,10,8,5,3,4,3,3,2,1,3,3,2,2,2,2,1,2,1,1,1,1,2,1,1,,1,1,9,1,3,1,1,4,2,1,1,1,1,1,1,4,4,4,4,3,3,4,4,1,2,3,37,4,5,1
518,1,2,1,,,1,,,2,3,1,1,4,4,4,4,3,,10,3,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,2,,2,,97,97,97,97,97,97,97,97,97,97,97,97,4,4,4,2,1,3,3,1,3,1,2,2,2,1,1,1,2,2,2,2,1,,2,2,,,,,2,4,3,2,1,1,1,1,1,4,4,4,4,4,4,4,4,1,2,6,36,3,2,1
518,1,2,2,,,1,,,2,3,1,1,4,4,4,4,1,2,9,2,3,2,3,2,3,3,3,9,9,7,8,8,97,97,97,8,8,7,97,2,,2,,5,8,5,2,4,5,3,3,1,8,5,2,4,3,4,1,1,1,2,3,1,2,2,2,2,2,1,1,1,2,,1,1,,2,,,,,,1,1,2,1,1,1,1,1,1,3,2,2,1,2,2,3,3,2,2,6,22,4,5,1
520,1,2,2,,,1,,,9,3,2,3,4,3,3,4,1,1,4,2,3,8,8,8,1,3,8,4,4,7,9,4,7,2,2,6,5,2,9,8,,2,,98,5,7,7,4,6,4,2,2,3,2,7,4,4,4,1,1,1,1,9,1,2,2,2,1,1,1,1,2,1,,1,1,,1,,,,,,1,1,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,1,6,33,2,5,4
520,3,1,1,,4,1,,,2,3,2,2,4,4,4,4,1,1,9,2,1,1,1,1,1,1,1,1,98,97,2,9,8,5,97,2,97,97,1,2,,1,4,5,9,5,5,5,6,5,5,6,6,6,6,4,1,1,3,2,1,1,2,2,2,1,2,1,1,1,1,2,1,1,1,1,,2,1,16,3,2,3,1,3,2,1,1,1,1,1,1,4,4,4,2,1,3,3,4,3,2,3,34,4,4,4
520,1,2,2,,,2,,,2,1,1,2,2,3,4,4,1,1,4,2,3,8,2,2,1,3,8,9,5,1,9,5,5,5,5,9,9,9,9,2,,2,,1,8,1,4,97,1,5,97,5,5,7,1,2,2,4,1,1,1,3,3,3,1,1,2,2,1,1,1,1,1,,1,1,,1,,,,,,1,1,3,1,1,1,1,1,1,4,4,4,4,1,4,4,4,2,2,5,49,2,5,1
520,3,1,2,,1,1,,,2,2,2,2,2,4,4,4,3,,4,2,3,3,3,3,3,3,3,10,10,10,10,10,10,10,10,10,10,10,10,1,8,1,6,10,10,10,10,10,1,10,10,10,10,10,10,3,3,1,3,1,3,1,2,1,2,2,2,2,2,1,2,2,2,,1,2,,2,,,,,,1,3,3,1,1,1,1,1,1,3,3,3,3,3,3,4,4,3,2,3,56,9,1,4
520,1,2,1,,,1,,,1,1,1,2,2,2,4,4,1,3,4,2,3,2,3,3,1,3,3,8,8,97,6,7,6,7,7,7,8,97,7,1,2,1,4,8,8,5,5,5,6,5,6,6,7,97,6,4,4,4,2,3,1,2,2,2,1,2,2,2,2,1,2,1,2,1,2,1,,1,1,16,1,2,1,1,4,2,1,1,1,1,1,1,4,4,4,4,3,3,4,4,1,1,3,26,5,4,1
520,1,2,1,,,2,,,2,1,1,1,2,3,2,4,3,,9,2,2,3,2,3,3,3,1,10,8,6,2,10,2,4,10,10,10,4,2,1,8,1,6,7,7,2,3,7,1,3,7,8,9,2,2,1,1,3,1,1,3,3,3,1,1,1,1,2,2,1,2,1,2,1,1,1,,1,1,8,1,3,1,1,1,2,1,1,1,1,1,1,4,4,1,1,1,2,4,4,2,1,5,39,4,5,1
520,1,1,2,,,2,,,2,3,1,1,1,1,1,1,3,,4,9,3,2,3,3,3,3,3,8,8,8,8,8,8,8,8,8,8,8,8,8,,8,,5,7,5,3,3,1,97,8,4,8,97,6,4,4,4,1,3,3,3,3,3,3,2,2,2,1,2,1,1,2,,1,1,,1,,,,,,1,3,1,1,1,1,1,1,1,4,4,4,3,1,4,4,4,1,2,6,49,6,5,1
540,1,1,1,,,1,,,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,67,1,1,1
540,1,1,2,,,2,,,1,3,1,1,1,4,5,5,3,,96,,,,,,,,,5,10,5,5,5,5,5,5,5,7,5,5,2,,2,,97,5,2,3,3,97,5,5,3,5,97,2,4,4,2,1,1,1,2,3,3,1,2,2,2,2,2,2,2,2,,1,1,,1,,,,,,1,1,3,1,1,1,1,1,1,2,4,4,4,2,4,2,4,2,2,6,38,5,5,1
540,1,1,1,,,1,,,2,3,1,2,2,4,4,4,1,2,9,2,3,3,3,2,3,3,3,7,7,7,10,7,7,7,7,7,7,7,7,2,,2,,3,7,4,5,4,6,4,5,5,7,5,6,1,4,1,1,2,1,1,3,2,3,2,2,2,2,1,1,2,2,2,1,1,,1,2,,,,,1,3,3,2,2,2,2,2,2,4,2,4,1,2,4,4,4,2,2,3,46,4,5,1
540,1,1,2,,,1,,,2,3,1,1,3,4,4,4,3,,4,2,3,3,3,3,3,3,3,5,5,5,5,5,5,5,5,5,5,5,5,1,98,8,,5,6,5,5,5,2,5,5,5,5,5,5,2,2,4,2,2,3,3,3,3,3,2,2,1,2,1,1,1,2,,1,1,,2,,,,,,3,,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,1,2,6,61,4,5,1
540,1,1,2,,,1,,,1,1,1,1,4,5,4,4,2,,14,2,3,2,3,1,3,3,3,5,8,5,8,7,5,5,6,6,8,5,6,1,12,1,4,5,8,7,4,5,7,5,5,5,7,5,5,4,4,4,3,2,3,3,3,3,3,2,1,1,2,2,1,2,2,,1,1,,1,,,,,,3,,2,2,2,2,1,1,1,4,4,4,4,4,4,4,4,2,2,3,85,2,5,1
540,1,2,2,,,2,,,1,3,1,1,1,1,4,1,3,,5,2,1,8,3,3,1,1,1,10,10,10,10,10,97,97,10,10,97,10,10,8,,8,,4,7,5,4,4,4,4,5,5,5,5,4,4,4,4,1,1,1,1,1,1,1,1,1,9,1,9,1,2,2,,2,1,,1,,,,,,1,1,1,1,1,1,1,1,1,3,2,4,3,2,4,4,2,3,2,5,60,4,5,1
541,1,1,2,,,2,,,1,3,1,2,2,4,4,4,2,,4,2,3,2,2,3,3,2,3,7,7,2,2,4,7,4,5,4,4,5,5,1,10,1,4,6,9,1,5,5,4,3,5,4,7,4,4,2,2,2,1,1,1,1,3,1,1,1,2,9,9,9,9,9,9,,9,9,,2,,,,,,1,4,1,1,1,1,1,1,1,2,4,2,2,4,4,4,4,1,2,6,22,4,5,1
541,1,1,2,,,1,,,2,3,2,1,3,4,4,4,3,,4,9,3,3,3,3,3,3,3,10,9,1,98,98,98,98,8,1,1,1,1,2,,2,,10,5,1,1,10,10,97,97,3,3,97,8,1,9,1,1,1,1,1,3,1,1,1,2,2,2,2,2,2,2,,2,1,,2,,,,,,2,3,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,3,67,4,5,1
541,3,1,1,,1,1,,,1,1,1,1,1,1,1,1,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,34,1,1,1
541,1,1,2,,,3,1,,3,3,1,1,1,4,3,2,1,1,4,3,1,3,3,3,3,1,3,10,10,10,10,10,10,10,10,10,10,10,10,1,1,8,,4,10,5,2,3,1,7,97,97,97,97,2,4,1,4,3,3,2,3,3,3,1,1,1,1,1,2,1,2,2,,1,1,,1,,,,,,1,1,2,1,1,1,1,1,1,4,4,3,4,1,4,4,4,2,,2,26,9,1,9
541,1,2,1,,,2,,,2,3,3,2,2,2,2,2,1,2,97,,2,3,2,3,3,2,8,5,5,2,1,1,1,3,3,5,5,5,4,1,10,1,4,2,5,5,5,5,3,5,5,3,3,5,2,3,1,3,1,1,1,2,2,1,2,2,1,2,2,2,1,2,2,1,2,1,,1,1,4,3,2,2,1,4,3,9,9,9,9,9,9,4,2,2,1,3,2,2,8,3,2,3,30,3,5,1
541,1,1,2,,,2,,,1,3,1,1,1,1,1,1,1,2,17,2,1,1,3,2,1,1,1,1,10,7,8,7,7,7,5,9,9,9,9,1,9,1,7,7,9,4,7,6,6,7,6,8,7,8,7,3,4,2,1,1,1,3,3,1,2,2,1,2,2,1,1,2,2,,1,1,,1,,,,,,1,1,3,1,1,1,1,1,1,4,4,2,4,2,2,4,2,3,1,6,59,3,5,1
561,1,2,2,,,2,,,2,3,1,3,2,2,2,2,1,1,7,2,2,8,2,3,3,2,3,4,8,8,1,4,1,2,8,5,8,8,7,1,2,1,4,97,97,97,97,97,97,97,97,97,97,97,97,4,1,1,2,1,3,3,3,3,3,2,2,9,2,1,9,9,1,,9,9,,2,,,,,,1,1,2,1,1,1,1,1,1,4,4,2,4,2,4,4,4,9,2,3,65,9,5,1
561,1,1,2,,,2,,,1,3,1,1,9,9,9,9,1,3,9,2,3,8,2,3,1,3,1,5,7,5,5,6,7,5,7,6,7,5,6,1,96,2,,7,9,7,5,6,8,8,6,5,8,6,8,4,3,2,2,1,1,2,1,2,2,2,2,2,1,1,1,1,2,,1,1,,1,,,,,,1,1,1,1,1,1,1,1,1,2,4,4,2,2,2,2,2,3,2,6,45,6,5,1
561,1,2,2,,,2,,,2,1,1,1,3,2,4,4,3,,18,9,3,8,2,3,3,3,2,5,10,98,5,98,98,5,5,98,5,5,5,2,,1,7,10,10,6,8,7,97,99,97,5,8,97,4,4,2,8,1,1,1,9,1,2,2,2,9,2,2,2,1,1,2,,2,1,,9,,,,,,3,,3,2,2,2,9,2,9,8,8,4,2,2,3,4,4,3,2,3,70,9,5,1
561,1,2,2,,,2,,,2,2,1,1,2,2,3,4,1,1,7,3,3,2,3,3,1,3,3,3,5,6,5,6,4,3,6,6,6,6,6,2,,1,6,3,6,3,6,7,2,2,6,3,6,6,6,2,2,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,,1,1,,1,,,,,,1,1,3,1,1,1,1,1,1,4,4,4,2,1,4,4,4,3,2,3,51,4,5,1
561,3,1,2,,4,2,,,3,3,1,1,4,4,4,4,1,1,7,2,3,3,3,3,3,3,3,10,10,5,10,10,5,10,10,10,10,10,10,2,,1,6,10,10,1,10,10,1,10,10,10,10,1,1,4,4,4,3,3,3,2,3,3,3,1,1,1,1,1,1,1,1,,1,1,,2,,,,,,2,1,3,1,1,1,1,1,1,4,4,1,4,4,4,4,4,2,1,3,19,2,4,4
561,1,1,2,,,2,,,2,3,1,2,3,3,3,4,3,,9,2,2,8,2,3,1,1,3,7,8,8,6,6,6,7,7,7,8,8,8,1,12,1,4,5,9,5,5,5,3,6,3,3,6,8,3,4,3,3,3,3,3,2,3,1,3,2,1,9,9,9,9,9,9,,9,9,,1,,,,,,1,3,3,1,1,1,1,1,1,2,2,4,4,1,2,4,2,2,2,5,20,3,5,1
561,1,1,2,,,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,4,26,,5,2
561,1,2,2,,,1,,,3,1,1,3,4,1,2,2,1,2,7,2,1,2,2,2,2,2,2,1,99,1,1,1,1,1,1,1,1,1,1,1,5,2,,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,2,2,1,,1,1,,2,,,,,,3,,1,1,1,1,1,1,1,2,2,2,2,2,2,2,2,3,2,5,73,9,1,1
561,1,1,1,,,1,,,3,3,1,2,1,1,1,1,9,,17,2,1,1,1,1,1,1,1,10,1,1,10,10,10,10,10,1,1,1,1,1,7,1,3,1,1,10,1,10,1,1,10,10,10,1,1,1,4,1,3,3,3,1,3,3,3,1,2,1,1,1,1,1,1,1,1,1,,2,2,,,,,1,3,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,3,2,5,27,5,2,4
573,1,2,2,,,1,,,1,3,1,3,2,4,5,5,3,,17,3,3,3,3,3,3,3,3,7,7,5,7,7,7,7,5,5,5,5,5,1,10,2,,4,7,4,3,6,6,6,97,5,6,6,6,4,4,4,1,1,2,1,3,1,3,2,2,1,2,1,1,1,2,,1,2,,1,,,,,,3,,3,9,9,9,9,9,9,1,4,4,2,2,4,4,1,1,2,3,65,3,5,1
573,3,2,1,,1,3,2,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,2,94,,1,4
573,1,1,1,,,1,,,2,1,1,2,2,2,2,2,1,1,4,2,2,2,3,2,3,2,3,1,10,1,5,5,4,4,2,2,1,7,1,1,1,1,1,3,10,1,1,5,5,2,3,7,6,7,1,1,1,1,1,1,1,2,3,3,1,2,1,2,2,2,1,1,2,1,1,1,,2,2,,,,,1,1,1,2,2,2,2,2,2,3,4,4,4,2,4,4,4,1,2,2,34,5,5,1
573,1,2,2,,,2,,,2,3,1,2,2,4,4,4,3,,3,1,3,3,8,3,3,3,3,97,97,98,97,97,97,97,97,97,97,97,97,8,,8,,97,97,97,97,97,97,97,97,97,97,97,97,8,8,8,1,9,1,3,2,3,2,2,2,2,2,2,2,2,2,,2,2,2,1,,,,,,3,,4,9,9,9,9,9,9,4,4,4,3,4,4,4,4,2,2,3,79,1,5,1
573,1,2,1,,,2,,,1,3,3,3,2,2,2,4,3,,97,,3,3,3,3,3,3,3,98,98,98,98,98,98,98,98,98,98,98,98,1,10,1,3,97,97,97,97,97,97,97,97,97,97,97,97,4,4,4,2,1,1,9,3,3,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,4,,3,1,1,1,1,1,1,4,4,4,4,1,4,4,4,2,2,2,36,4,5,1
573,1,2,1,,,2,,,9,3,1,1,3,4,4,4,9,,98,,3,3,3,3,3,1,3,10,7,7,97,7,7,7,7,7,7,7,7,1,1,1,4,9,10,4,2,97,4,97,97,7,8,97,97,3,3,4,1,1,1,2,1,1,3,2,2,2,1,1,1,2,2,9,1,1,,1,2,,,,,1,3,2,1,1,1,1,1,1,4,4,4,2,4,1,4,4,3,8,2,33,4,5,1
573,1,2,2,,,2,,,1,3,1,1,1,1,4,4,1,2,97,,3,3,1,1,1,1,3,6,7,7,7,7,7,7,7,7,7,7,7,2,,2,,1,7,4,4,6,3,3,4,1,1,6,3,4,4,4,1,1,3,3,3,1,3,1,1,2,2,2,2,1,2,,1,1,,1,,,,,,1,1,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,1,1,7,42,4,5,1
601,1,2,1,,,2,,,2,3,2,1,2,2,3,4,1,1,98,,2,3,2,3,3,2,3,5,6,4,2,97,97,1,1,5,5,4,4,2,,8,,1,10,1,5,3,1,97,1,8,8,4,4,3,2,2,3,1,3,2,2,3,3,2,2,2,2,2,1,1,2,1,1,1,,2,2,,,,,1,4,3,2,9,2,9,9,9,4,4,4,4,1,1,4,4,1,2,3,37,8,5,1
601,2,2,2,2,,1,,,2,3,1,1,2,4,4,4,1,1,16,3,3,1,3,2,1,3,3,6,2,5,6,5,97,5,6,6,7,2,5,2,,1,4,2,6,2,1,1,3,3,97,4,5,5,5,1,2,4,1,1,1,3,2,2,2,1,2,9,9,9,9,9,9,,9,9,,1,,,,,,2,1,3,1,1,1,1,1,1,4,4,4,2,1,2,4,4,2,2,5,20,3,5,2
601,1,2,1,,,1,,,3,3,2,2,4,4,4,4,3,,98,,3,3,3,3,3,3,3,97,97,97,97,97,97,97,97,97,97,97,97,8,,8,,97,97,97,97,97,97,97,97,97,97,97,97,3,3,3,2,2,2,2,2,2,2,2,1,2,2,2,2,2,2,2,1,1,,2,2,,,,,4,,3,1,1,1,1,1,1,4,4,4,4,4,4,4,4,2,2,1,21,8,5,1
601,1,1,2,,,1,,,2,3,1,2,2,3,3,3,1,3,4,9,3,2,2,3,3,3,3,6,8,6,3,3,3,3,3,8,8,6,8,1,12,1,4,5,6,1,1,1,1,1,1,5,5,3,3,4,2,1,2,2,1,3,2,2,2,2,2,2,2,2,1,1,2,,1,1,,2,,,,,,1,4,2,2,2,2,2,2,2,3,1,3,3,1,1,3,3,3,2,3,48,3,5,1
601,1,2,1,,,2,,,3,3,3,3,4,4,4,4,3,,1,2,3,3,3,3,3,3,3,6,2,1,9,3,5,7,7,10,2,1,3,2,,2,,1,1,1,1,1,10,10,10,1,1,1,10,3,4,2,1,2,2,1,1,1,1,2,2,2,2,2,2,2,2,2,2,2,2,2,2,,,,,1,3,3,1,1,1,1,1,1,4,3,3,2,3,3,3,3,9,2,3,32,1,5,2
601,2,1,2,2,,1,,,2,1,3,3,9,4,4,4,1,2,97,,3,8,2,8,8,1,3,98,97,97,97,97,97,97,5,1,97,97,5,2,,2,,98,98,98,98,98,98,98,98,98,98,98,98,4,4,4,1,1,1,3,3,2,2,2,2,2,2,2,2,2,2,,1,1,,2,,,,,,3,,4,1,1,1,1,1,1,4,8,4,4,1,4,4,4,2,2,6,77,8,5,2
601,1,1,2,,,3,1,,1,3,1,1,1,1,1,1,1,1,4,3,1,1,1,1,1,1,1,1,1,1,10,1,97,97,9,97,97,97,97,1,4,2,,1,10,1,1,1,1,1,1,1,1,1,1,3,4,4,1,3,1,1,1,1,3,2,2,2,1,2,1,9,2,,1,1,,1,,,,,,1,1,4,2,1,1,1,1,1,4,4,4,4,4,4,4,4,2,,3,23,8,1,4
